id,name,city,country,continent,climate,budget,group_size,vibe,best_months,typical_cost_per_day_usd,activities,description,tags
Miami-USA-593354,"Miami, USA",Miami,USA,North America,Desert,$$$,Group,Adventure,"January, May, September",526,"hiking, rafting","Miami, USA blends adventure and desert vibes—great for group trips. Expect hiking, rafting. Best in January, May, September.",Adventure;Desert;North America
Miami-USA-530247,"Miami, USA",Miami,USA,North America,Cold,$$$,Couple,Culture,"March, January, July",544,"historic districts, theaters","Miami, USA blends culture and cold vibes—great for couple trips. Expect historic districts, theaters. Best in March, January, July.",Culture;Cold;North America
Miami-USA-600198,"Miami, USA",Miami,USA,North America,Temperate,$$,Family,Relaxation,"July, March, November",221,"slow cafés, spas","Miami, USA blends relaxation and temperate vibes—great for family trips. Expect slow cafés, spas. Best in July, March, November.",Relaxation;Temperate;North America
Miami-USA-505283,"Miami, USA",Miami,USA,North America,Desert,$$,Family,Adventure,"February, July, September",134,"volcano treks, zip-lining","Miami, USA blends adventure and desert vibes—great for family trips. Expect volcano treks, zip-lining. Best in February, July, September.",Adventure;Desert;North America
Miami-USA-280190,"Miami, USA",Miami,USA,North America,Temperate,$$,Group,Food,"November, October, April",118,"fine dining, street food","Miami, USA blends food and temperate vibes—great for group trips. Expect fine dining, street food. Best in November, October, April.",Food;Temperate;North America
Miami-USA-200742,"Miami, USA",Miami,USA,North America,Cold,$$$,Solo,City,"February, November, July",428,"galleries, shopping","Miami, USA blends city and cold vibes—great for solo trips. Expect galleries, shopping. Best in February, November, July.",City;Cold;North America
Miami-USA-462859,"Miami, USA",Miami,USA,North America,Cold,$$$,Solo,Beach,"May, March, June",324,"clear waters, island hopping","Miami, USA blends beach and cold vibes—great for solo trips. Expect clear waters, island hopping. Best in May, March, June.",Beach;Cold;North America
Miami-USA-652168,"Miami, USA",Miami,USA,North America,Temperate,$,Family,Adventure,"March, February, November",100,"hiking, zip-lining","Miami, USA blends adventure and temperate vibes—great for family trips. Expect hiking, zip-lining. Best in March, February, November.",Adventure;Temperate;North America
Miami-USA-348997,"Miami, USA",Miami,USA,North America,Cold,$,Family,Culture,"December, February, May",41,"historic districts, local markets","Miami, USA blends culture and cold vibes—great for family trips. Expect historic districts, local markets. Best in December, February, May.",Culture;Cold;North America
Miami-USA-654306,"Miami, USA",Miami,USA,North America,Desert,$$$,Couple,Nightlife,"April, September, November",497,"live music, rooftops","Miami, USA blends nightlife and desert vibes—great for couple trips. Expect live music, rooftops. Best in April, September, November.",Nightlife;Desert;North America
Miami-USA-64029,"Miami, USA",Miami,USA,North America,Desert,$$$,Solo,Culture,"July, October, September",337,"museums, local markets","Miami, USA blends culture and desert vibes—great for solo trips. Expect museums, local markets. Best in July, October, September.",Culture;Desert;North America
Miami-USA-285489,"Miami, USA",Miami,USA,North America,Temperate,$$$,Family,Nature,"January, August, December",588,"national parks, wildlife","Miami, USA blends nature and temperate vibes—great for family trips. Expect national parks, wildlife. Best in January, August, December.",Nature;Temperate;North America
Miami-USA-105442,"Miami, USA",Miami,USA,North America,Temperate,$,Family,Beach,"November, July, April",85,"clear waters, island hopping","Miami, USA blends beach and temperate vibes—great for family trips. Expect clear waters, island hopping. Best in November, July, April.",Beach;Temperate;North America
Miami-USA-42683,"Miami, USA",Miami,USA,North America,Cold,$$$,Solo,Beach,"March, April, September",261,"clear waters, island hopping","Miami, USA blends beach and cold vibes—great for solo trips. Expect clear waters, island hopping. Best in March, April, September.",Beach;Cold;North America
Miami-USA-373640,"Miami, USA",Miami,USA,North America,Desert,$$,Family,Nightlife,"August, July, March",190,"clubs, bars","Miami, USA blends nightlife and desert vibes—great for family trips. Expect clubs, bars. Best in August, July, March.",Nightlife;Desert;North America
Miami-USA-996220,"Miami, USA",Miami,USA,North America,Temperate,$$$,Family,Nature,"January, November, May",534,"lakes, national parks","Miami, USA blends nature and temperate vibes—great for family trips. Expect lakes, national parks. Best in January, November, May.",Nature;Temperate;North America
Miami-USA-547012,"Miami, USA",Miami,USA,North America,Temperate,$,Family,Nature,"July, November, March",64,"national parks, waterfalls","Miami, USA blends nature and temperate vibes—great for family trips. Expect national parks, waterfalls. Best in July, November, March.",Nature;Temperate;North America
San Francisco-USA-139173,"San Francisco, USA",San Francisco,USA,North America,Cold,$,Couple,Nightlife,"July, May, October",74,"live music, bars","San Francisco, USA blends nightlife and cold vibes—great for couple trips. Expect live music, bars. Best in July, May, October.",Nightlife;Cold;North America
San Francisco-USA-808455,"San Francisco, USA",San Francisco,USA,North America,Desert,$,Couple,Nightlife,"March, May, September",98,"bars, rooftops","San Francisco, USA blends nightlife and desert vibes—great for couple trips. Expect bars, rooftops. Best in March, May, September.",Nightlife;Desert;North America
San Francisco-USA-881303,"San Francisco, USA",San Francisco,USA,North America,Desert,$$$,Couple,Culture,"June, February, September",412,"museums, historic districts","San Francisco, USA blends culture and desert vibes—great for couple trips. Expect museums, historic districts. Best in June, February, September.",Culture;Desert;North America
San Francisco-USA-862613,"San Francisco, USA",San Francisco,USA,North America,Desert,$,Family,Culture,"July, December, May",99,"historic districts, theaters","San Francisco, USA blends culture and desert vibes—great for family trips. Expect historic districts, theaters. Best in July, December, May.",Culture;Desert;North America
San Francisco-USA-643108,"San Francisco, USA",San Francisco,USA,North America,Temperate,$,Solo,Nature,"March, December, January",76,"waterfalls, lakes","San Francisco, USA blends nature and temperate vibes—great for solo trips. Expect waterfalls, lakes. Best in March, December, January.",Nature;Temperate;North America
San Francisco-USA-500753,"San Francisco, USA",San Francisco,USA,North America,Desert,$,Couple,Nightlife,"November, January, June",89,"clubs, live music","San Francisco, USA blends nightlife and desert vibes—great for couple trips. Expect clubs, live music. Best in November, January, June.",Nightlife;Desert;North America
San Francisco-USA-497864,"San Francisco, USA",San Francisco,USA,North America,Desert,$$$,Group,Culture,"December, November, June",501,"local markets, historic districts","San Francisco, USA blends culture and desert vibes—great for group trips. Expect local markets, historic districts. Best in December, November, June.",Culture;Desert;North America
San Francisco-USA-779427,"San Francisco, USA",San Francisco,USA,North America,Temperate,$,Couple,Culture,"January, July, December",54,"theaters, local markets","San Francisco, USA blends culture and temperate vibes—great for couple trips. Expect theaters, local markets. Best in January, July, December.",Culture;Temperate;North America
San Francisco-USA-259771,"San Francisco, USA",San Francisco,USA,North America,Temperate,$,Couple,Nightlife,"August, October, December",96,"live music, bars","San Francisco, USA blends nightlife and temperate vibes—great for couple trips. Expect live music, bars. Best in August, October, December.",Nightlife;Temperate;North America
San Francisco-USA-474546,"San Francisco, USA",San Francisco,USA,North America,Cold,$,Group,City,"December, June, July",46,"architecture, neighborhood walks","San Francisco, USA blends city and cold vibes—great for group trips. Expect architecture, neighborhood walks. Best in December, June, July.",City;Cold;North America
San Francisco-USA-662282,"San Francisco, USA",San Francisco,USA,North America,Temperate,$,Group,Historic,"December, January, September",88,"old towns, castles","San Francisco, USA blends historic and temperate vibes—great for group trips. Expect old towns, castles. Best in December, January, September.",Historic;Temperate;North America
San Francisco-USA-309721,"San Francisco, USA",San Francisco,USA,North America,Temperate,$$,Group,Adventure,"July, May, November",208,"volcano treks, zip-lining","San Francisco, USA blends adventure and temperate vibes—great for group trips. Expect volcano treks, zip-lining. Best in July, May, November.",Adventure;Temperate;North America
San Francisco-USA-817558,"San Francisco, USA",San Francisco,USA,North America,Desert,$$$,Couple,Adventure,"August, November, December",342,"hiking, safaris","San Francisco, USA blends adventure and desert vibes—great for couple trips. Expect hiking, safaris. Best in August, November, December.",Adventure;Desert;North America
San Francisco-USA-926419,"San Francisco, USA",San Francisco,USA,North America,Temperate,$$,Group,Food,"June, August, January",151,"fine dining, local specialties","San Francisco, USA blends food and temperate vibes—great for group trips. Expect fine dining, local specialties. Best in June, August, January.",Food;Temperate;North America
San Francisco-USA-741532,"San Francisco, USA",San Francisco,USA,North America,Temperate,$$,Family,Historic,"December, November, March",129,"ruins, old towns","San Francisco, USA blends historic and temperate vibes—great for family trips. Expect ruins, old towns. Best in December, November, March.",Historic;Temperate;North America
San Francisco-USA-400095,"San Francisco, USA",San Francisco,USA,North America,Desert,$$,Solo,Historic,"September, July, December",240,"ancient sites, old towns","San Francisco, USA blends historic and desert vibes—great for solo trips. Expect ancient sites, old towns. Best in September, July, December.",Historic;Desert;North America
San Francisco-USA-325553,"San Francisco, USA",San Francisco,USA,North America,Temperate,$$,Couple,Adventure,"March, December, November",178,"hiking, volcano treks","San Francisco, USA blends adventure and temperate vibes—great for couple trips. Expect hiking, volcano treks. Best in March, December, November.",Adventure;Temperate;North America
San Francisco-USA-13800,"San Francisco, USA",San Francisco,USA,North America,Cold,$$$,Couple,Historic,"February, March, April",379,"ruins, castles","San Francisco, USA blends historic and cold vibes—great for couple trips. Expect ruins, castles. Best in February, March, April.",Historic;Cold;North America
San Francisco-USA-476779,"San Francisco, USA",San Francisco,USA,North America,Cold,$$,Solo,Historic,"October, August, April",221,"ancient sites, castles","San Francisco, USA blends historic and cold vibes—great for solo trips. Expect ancient sites, castles. Best in October, August, April.",Historic;Cold;North America
San Francisco-USA-156457,"San Francisco, USA",San Francisco,USA,North America,Cold,$,Solo,City,"April, September, May",51,"shopping, architecture","San Francisco, USA blends city and cold vibes—great for solo trips. Expect shopping, architecture. Best in April, September, May.",City;Cold;North America
Montreal-Canada-966093,"Montreal, Canada",Montreal,Canada,North America,Desert,$$,Solo,Adventure,"March, January, October",184,"safaris, rafting","Montreal, Canada blends adventure and desert vibes—great for solo trips. Expect safaris, rafting. Best in March, January, October.",Adventure;Desert;North America
Montreal-Canada-608090,"Montreal, Canada",Montreal,Canada,North America,Temperate,$,Group,Relaxation,"March, December, May",87,"sunbathing, yoga retreats","Montreal, Canada blends relaxation and temperate vibes—great for group trips. Expect sunbathing, yoga retreats. Best in March, December, May.",Relaxation;Temperate;North America
Montreal-Canada-578210,"Montreal, Canada",Montreal,Canada,North America,Temperate,$,Family,Beach,"June, December, July",93,"snorkeling, surfing","Montreal, Canada blends beach and temperate vibes—great for family trips. Expect snorkeling, surfing. Best in June, December, July.",Beach;Temperate;North America
Montreal-Canada-730630,"Montreal, Canada",Montreal,Canada,North America,Cold,$$,Couple,Relaxation,"February, May, June",153,"yoga retreats, slow cafés","Montreal, Canada blends relaxation and cold vibes—great for couple trips. Expect yoga retreats, slow cafés. Best in February, May, June.",Relaxation;Cold;North America
Montreal-Canada-723106,"Montreal, Canada",Montreal,Canada,North America,Desert,$,Solo,Nightlife,"October, November, September",86,"clubs, bars","Montreal, Canada blends nightlife and desert vibes—great for solo trips. Expect clubs, bars. Best in October, November, September.",Nightlife;Desert;North America
Montreal-Canada-590964,"Montreal, Canada",Montreal,Canada,North America,Cold,$$$,Family,Nature,"May, September, October",564,"waterfalls, national parks","Montreal, Canada blends nature and cold vibes—great for family trips. Expect waterfalls, national parks. Best in May, September, October.",Nature;Cold;North America
Montreal-Canada-203957,"Montreal, Canada",Montreal,Canada,North America,Desert,$$$,Group,Historic,"August, March, October",398,"ancient sites, castles","Montreal, Canada blends historic and desert vibes—great for group trips. Expect ancient sites, castles. Best in August, March, October.",Historic;Desert;North America
Montreal-Canada-48702,"Montreal, Canada",Montreal,Canada,North America,Temperate,$,Group,Adventure,"November, February, April",66,"safaris, volcano treks","Montreal, Canada blends adventure and temperate vibes—great for group trips. Expect safaris, volcano treks. Best in November, February, April.",Adventure;Temperate;North America
Montreal-Canada-323722,"Montreal, Canada",Montreal,Canada,North America,Cold,$$$,Couple,Beach,"January, November, April",284,"island hopping, surfing","Montreal, Canada blends beach and cold vibes—great for couple trips. Expect island hopping, surfing. Best in January, November, April.",Beach;Cold;North America
Montreal-Canada-646915,"Montreal, Canada",Montreal,Canada,North America,Desert,$$$,Family,Nature,"January, February, June",541,"waterfalls, wildlife","Montreal, Canada blends nature and desert vibes—great for family trips. Expect waterfalls, wildlife. Best in January, February, June.",Nature;Desert;North America
Montreal-Canada-143348,"Montreal, Canada",Montreal,Canada,North America,Temperate,$,Family,Adventure,"June, November, August",81,"volcano treks, hiking","Montreal, Canada blends adventure and temperate vibes—great for family trips. Expect volcano treks, hiking. Best in June, November, August.",Adventure;Temperate;North America
Montreal-Canada-876671,"Montreal, Canada",Montreal,Canada,North America,Temperate,$$$,Group,Historic,"September, June, August",278,"old towns, castles","Montreal, Canada blends historic and temperate vibes—great for group trips. Expect old towns, castles. Best in September, June, August.",Historic;Temperate;North America
Montreal-Canada-348832,"Montreal, Canada",Montreal,Canada,North America,Cold,$$$,Family,Food,"September, December, January",600,"fine dining, food tours","Montreal, Canada blends food and cold vibes—great for family trips. Expect fine dining, food tours. Best in September, December, January.",Food;Cold;North America
Montreal-Canada-409489,"Montreal, Canada",Montreal,Canada,North America,Temperate,$,Family,Beach,"January, June, July",78,"surfing, island hopping","Montreal, Canada blends beach and temperate vibes—great for family trips. Expect surfing, island hopping. Best in January, June, July.",Beach;Temperate;North America
Montreal-Canada-522199,"Montreal, Canada",Montreal,Canada,North America,Desert,$,Family,Culture,"December, June, January",45,"theaters, local markets","Montreal, Canada blends culture and desert vibes—great for family trips. Expect theaters, local markets. Best in December, June, January.",Culture;Desert;North America
Montreal-Canada-824073,"Montreal, Canada",Montreal,Canada,North America,Cold,$$,Family,Nightlife,"April, September, May",195,"bars, clubs","Montreal, Canada blends nightlife and cold vibes—great for family trips. Expect bars, clubs. Best in April, September, May.",Nightlife;Cold;North America
Montreal-Canada-357637,"Montreal, Canada",Montreal,Canada,North America,Temperate,$,Group,Adventure,"September, January, August",52,"safaris, zip-lining","Montreal, Canada blends adventure and temperate vibes—great for group trips. Expect safaris, zip-lining. Best in September, January, August.",Adventure;Temperate;North America
Montreal-Canada-482682,"Montreal, Canada",Montreal,Canada,North America,Desert,$$$,Family,Historic,"June, March, February",268,"ancient sites, ruins","Montreal, Canada blends historic and desert vibes—great for family trips. Expect ancient sites, ruins. Best in June, March, February.",Historic;Desert;North America
Montreal-Canada-933378,"Montreal, Canada",Montreal,Canada,North America,Desert,$$$,Solo,City,"January, May, December",489,"architecture, shopping","Montreal, Canada blends city and desert vibes—great for solo trips. Expect architecture, shopping. Best in January, May, December.",City;Desert;North America
Montreal-Canada-202898,"Montreal, Canada",Montreal,Canada,North America,Temperate,$$$,Family,Adventure,"January, October, May",352,"zip-lining, rafting","Montreal, Canada blends adventure and temperate vibes—great for family trips. Expect zip-lining, rafting. Best in January, October, May.",Adventure;Temperate;North America
Tulum-Mexico-287929,"Tulum, Mexico",Tulum,Mexico,North America,Cold,$$$,Family,Nature,"August, November, February",330,"waterfalls, national parks","Tulum, Mexico blends nature and cold vibes—great for family trips. Expect waterfalls, national parks. Best in August, November, February.",Nature;Cold;North America
Tulum-Mexico-990098,"Tulum, Mexico",Tulum,Mexico,North America,Temperate,$$$,Solo,Relaxation,"April, September, June",322,"slow cafés, sunbathing","Tulum, Mexico blends relaxation and temperate vibes—great for solo trips. Expect slow cafés, sunbathing. Best in April, September, June.",Relaxation;Temperate;North America
Tulum-Mexico-54190,"Tulum, Mexico",Tulum,Mexico,North America,Desert,$,Couple,Nature,"February, May, October",68,"waterfalls, lakes","Tulum, Mexico blends nature and desert vibes—great for couple trips. Expect waterfalls, lakes. Best in February, May, October.",Nature;Desert;North America
Tulum-Mexico-188677,"Tulum, Mexico",Tulum,Mexico,North America,Temperate,$$,Solo,Culture,"February, July, January",200,"museums, local markets","Tulum, Mexico blends culture and temperate vibes—great for solo trips. Expect museums, local markets. Best in February, July, January.",Culture;Temperate;North America
Tulum-Mexico-139197,"Tulum, Mexico",Tulum,Mexico,North America,Desert,$$,Family,Historic,"June, April, September",245,"ruins, ancient sites","Tulum, Mexico blends historic and desert vibes—great for family trips. Expect ruins, ancient sites. Best in June, April, September.",Historic;Desert;North America
Tulum-Mexico-151703,"Tulum, Mexico",Tulum,Mexico,North America,Desert,$$,Solo,Relaxation,"August, May, December",157,"yoga retreats, spas","Tulum, Mexico blends relaxation and desert vibes—great for solo trips. Expect yoga retreats, spas. Best in August, May, December.",Relaxation;Desert;North America
Tulum-Mexico-32734,"Tulum, Mexico",Tulum,Mexico,North America,Cold,$$,Couple,Nature,"December, November, June",224,"waterfalls, wildlife","Tulum, Mexico blends nature and cold vibes—great for couple trips. Expect waterfalls, wildlife. Best in December, November, June.",Nature;Cold;North America
Tulum-Mexico-603593,"Tulum, Mexico",Tulum,Mexico,North America,Cold,$,Family,Relaxation,"August, December, March",78,"slow cafés, sunbathing","Tulum, Mexico blends relaxation and cold vibes—great for family trips. Expect slow cafés, sunbathing. Best in August, December, March.",Relaxation;Cold;North America
Tulum-Mexico-484367,"Tulum, Mexico",Tulum,Mexico,North America,Desert,$,Group,Culture,"December, February, June",74,"museums, local markets","Tulum, Mexico blends culture and desert vibes—great for group trips. Expect museums, local markets. Best in December, February, June.",Culture;Desert;North America
Tulum-Mexico-70268,"Tulum, Mexico",Tulum,Mexico,North America,Desert,$$,Couple,City,"October, April, September",198,"shopping, galleries","Tulum, Mexico blends city and desert vibes—great for couple trips. Expect shopping, galleries. Best in October, April, September.",City;Desert;North America
Tulum-Mexico-703131,"Tulum, Mexico",Tulum,Mexico,North America,Temperate,$$$,Group,Beach,"July, October, June",589,"surfing, snorkeling","Tulum, Mexico blends beach and temperate vibes—great for group trips. Expect surfing, snorkeling. Best in July, October, June.",Beach;Temperate;North America
Tulum-Mexico-103397,"Tulum, Mexico",Tulum,Mexico,North America,Desert,$$$,Group,Relaxation,"February, October, November",534,"yoga retreats, sunbathing","Tulum, Mexico blends relaxation and desert vibes—great for group trips. Expect yoga retreats, sunbathing. Best in February, October, November.",Relaxation;Desert;North America
Tulum-Mexico-677320,"Tulum, Mexico",Tulum,Mexico,North America,Temperate,$$,Group,Historic,"February, October, December",226,"old towns, ancient sites","Tulum, Mexico blends historic and temperate vibes—great for group trips. Expect old towns, ancient sites. Best in February, October, December.",Historic;Temperate;North America
Tulum-Mexico-558062,"Tulum, Mexico",Tulum,Mexico,North America,Temperate,$,Couple,Adventure,"October, November, January",68,"zip-lining, safaris","Tulum, Mexico blends adventure and temperate vibes—great for couple trips. Expect zip-lining, safaris. Best in October, November, January.",Adventure;Temperate;North America
Tulum-Mexico-320343,"Tulum, Mexico",Tulum,Mexico,North America,Cold,$$$,Group,Nature,"April, December, June",597,"waterfalls, lakes","Tulum, Mexico blends nature and cold vibes—great for group trips. Expect waterfalls, lakes. Best in April, December, June.",Nature;Cold;North America
Tulum-Mexico-66442,"Tulum, Mexico",Tulum,Mexico,North America,Desert,$$,Solo,City,"October, January, December",175,"galleries, architecture","Tulum, Mexico blends city and desert vibes—great for solo trips. Expect galleries, architecture. Best in October, January, December.",City;Desert;North America
Tulum-Mexico-33699,"Tulum, Mexico",Tulum,Mexico,North America,Desert,$,Solo,Beach,"December, September, June",95,"snorkeling, surfing","Tulum, Mexico blends beach and desert vibes—great for solo trips. Expect snorkeling, surfing. Best in December, September, June.",Beach;Desert;North America
Tulum-Mexico-572598,"Tulum, Mexico",Tulum,Mexico,North America,Cold,$$$,Group,Nightlife,"November, June, July",472,"rooftops, bars","Tulum, Mexico blends nightlife and cold vibes—great for group trips. Expect rooftops, bars. Best in November, June, July.",Nightlife;Cold;North America
Tulum-Mexico-438503,"Tulum, Mexico",Tulum,Mexico,North America,Desert,$,Group,Nightlife,"March, April, September",93,"rooftops, bars","Tulum, Mexico blends nightlife and desert vibes—great for group trips. Expect rooftops, bars. Best in March, April, September.",Nightlife;Desert;North America
Tulum-Mexico-690886,"Tulum, Mexico",Tulum,Mexico,North America,Cold,$$$,Couple,Culture,"March, January, February",499,"museums, historic districts","Tulum, Mexico blends culture and cold vibes—great for couple trips. Expect museums, historic districts. Best in March, January, February.",Culture;Cold;North America
Quebec City-Canada-477467,"Quebec City, Canada",Quebec City,Canada,North America,Temperate,$,Couple,City,"November, July, August",51,"galleries, neighborhood walks","Quebec City, Canada blends city and temperate vibes—great for couple trips. Expect galleries, neighborhood walks. Best in November, July, August.",City;Temperate;North America
Quebec City-Canada-8790,"Quebec City, Canada",Quebec City,Canada,North America,Cold,$$$,Group,Food,"July, June, April",559,"fine dining, local specialties","Quebec City, Canada blends food and cold vibes—great for group trips. Expect fine dining, local specialties. Best in July, June, April.",Food;Cold;North America
Quebec City-Canada-596748,"Quebec City, Canada",Quebec City,Canada,North America,Desert,$,Family,Historic,"July, September, October",42,"castles, ruins","Quebec City, Canada blends historic and desert vibes—great for family trips. Expect castles, ruins. Best in July, September, October.",Historic;Desert;North America
Quebec City-Canada-902094,"Quebec City, Canada",Quebec City,Canada,North America,Desert,$$,Solo,Historic,"October, August, February",234,"ancient sites, castles","Quebec City, Canada blends historic and desert vibes—great for solo trips. Expect ancient sites, castles. Best in October, August, February.",Historic;Desert;North America
Quebec City-Canada-778714,"Quebec City, Canada",Quebec City,Canada,North America,Cold,$$$,Solo,Nature,"September, October, February",572,"wildlife, lakes","Quebec City, Canada blends nature and cold vibes—great for solo trips. Expect wildlife, lakes. Best in September, October, February.",Nature;Cold;North America
Quebec City-Canada-538566,"Quebec City, Canada",Quebec City,Canada,North America,Desert,$$$,Family,Relaxation,"October, January, June",482,"spas, sunbathing","Quebec City, Canada blends relaxation and desert vibes—great for family trips. Expect spas, sunbathing. Best in October, January, June.",Relaxation;Desert;North America
Quebec City-Canada-729813,"Quebec City, Canada",Quebec City,Canada,North America,Desert,$$$,Family,Historic,"July, June, May",268,"castles, ruins","Quebec City, Canada blends historic and desert vibes—great for family trips. Expect castles, ruins. Best in July, June, May.",Historic;Desert;North America
Quebec City-Canada-689201,"Quebec City, Canada",Quebec City,Canada,North America,Desert,$$$,Family,Nature,"January, November, August",276,"wildlife, waterfalls","Quebec City, Canada blends nature and desert vibes—great for family trips. Expect wildlife, waterfalls. Best in January, November, August.",Nature;Desert;North America
Quebec City-Canada-893805,"Quebec City, Canada",Quebec City,Canada,North America,Desert,$$$,Solo,Nature,"May, August, February",289,"wildlife, waterfalls","Quebec City, Canada blends nature and desert vibes—great for solo trips. Expect wildlife, waterfalls. Best in May, August, February.",Nature;Desert;North America
Quebec City-Canada-955342,"Quebec City, Canada",Quebec City,Canada,North America,Cold,$,Family,Nature,"May, December, January",51,"national parks, waterfalls","Quebec City, Canada blends nature and cold vibes—great for family trips. Expect national parks, waterfalls. Best in May, December, January.",Nature;Cold;North America
Quebec City-Canada-904887,"Quebec City, Canada",Quebec City,Canada,North America,Desert,$$,Family,Culture,"March, May, April",235,"historic districts, museums","Quebec City, Canada blends culture and desert vibes—great for family trips. Expect historic districts, museums. Best in March, May, April.",Culture;Desert;North America
Quebec City-Canada-693759,"Quebec City, Canada",Quebec City,Canada,North America,Cold,$,Couple,Adventure,"October, March, August",55,"volcano treks, safaris","Quebec City, Canada blends adventure and cold vibes—great for couple trips. Expect volcano treks, safaris. Best in October, March, August.",Adventure;Cold;North America
Quebec City-Canada-793182,"Quebec City, Canada",Quebec City,Canada,North America,Desert,$$$,Couple,Historic,"April, October, June",385,"ruins, castles","Quebec City, Canada blends historic and desert vibes—great for couple trips. Expect ruins, castles. Best in April, October, June.",Historic;Desert;North America
Quebec City-Canada-789977,"Quebec City, Canada",Quebec City,Canada,North America,Temperate,$,Group,Relaxation,"July, August, May",100,"yoga retreats, slow cafés","Quebec City, Canada blends relaxation and temperate vibes—great for group trips. Expect yoga retreats, slow cafés. Best in July, August, May.",Relaxation;Temperate;North America
Quebec City-Canada-973263,"Quebec City, Canada",Quebec City,Canada,North America,Temperate,$$,Group,Food,"August, May, March",173,"local specialties, street food","Quebec City, Canada blends food and temperate vibes—great for group trips. Expect local specialties, street food. Best in August, May, March.",Food;Temperate;North America
Quebec City-Canada-372015,"Quebec City, Canada",Quebec City,Canada,North America,Cold,$$$,Family,Historic,"September, November, January",576,"ruins, castles","Quebec City, Canada blends historic and cold vibes—great for family trips. Expect ruins, castles. Best in September, November, January.",Historic;Cold;North America
Quebec City-Canada-613553,"Quebec City, Canada",Quebec City,Canada,North America,Desert,$$$,Family,City,"June, May, November",585,"architecture, shopping","Quebec City, Canada blends city and desert vibes—great for family trips. Expect architecture, shopping. Best in June, May, November.",City;Desert;North America
Quebec City-Canada-711638,"Quebec City, Canada",Quebec City,Canada,North America,Cold,$$$,Couple,City,"December, November, October",422,"shopping, neighborhood walks","Quebec City, Canada blends city and cold vibes—great for couple trips. Expect shopping, neighborhood walks. Best in December, November, October.",City;Cold;North America
Quebec City-Canada-551779,"Quebec City, Canada",Quebec City,Canada,North America,Cold,$$$,Solo,Culture,"November, January, February",300,"museums, local markets","Quebec City, Canada blends culture and cold vibes—great for solo trips. Expect museums, local markets. Best in November, January, February.",Culture;Cold;North America
Quebec City-Canada-650485,"Quebec City, Canada",Quebec City,Canada,North America,Desert,$$,Family,Relaxation,"April, May, November",106,"sunbathing, spas","Quebec City, Canada blends relaxation and desert vibes—great for family trips. Expect sunbathing, spas. Best in April, May, November.",Relaxation;Desert;North America
Chicago-USA-137217,"Chicago, USA",Chicago,USA,North America,Temperate,$$$,Couple,Relaxation,"October, November, February",559,"spas, yoga retreats","Chicago, USA blends relaxation and temperate vibes—great for couple trips. Expect spas, yoga retreats. Best in October, November, February.",Relaxation;Temperate;North America
Chicago-USA-982658,"Chicago, USA",Chicago,USA,North America,Desert,$$$,Couple,City,"February, March, May",588,"neighborhood walks, shopping","Chicago, USA blends city and desert vibes—great for couple trips. Expect neighborhood walks, shopping. Best in February, March, May.",City;Desert;North America
Chicago-USA-291756,"Chicago, USA",Chicago,USA,North America,Desert,$$,Family,Relaxation,"July, November, June",118,"slow cafés, spas","Chicago, USA blends relaxation and desert vibes—great for family trips. Expect slow cafés, spas. Best in July, November, June.",Relaxation;Desert;North America
Chicago-USA-516607,"Chicago, USA",Chicago,USA,North America,Cold,$$,Family,Adventure,"January, May, November",117,"zip-lining, volcano treks","Chicago, USA blends adventure and cold vibes—great for family trips. Expect zip-lining, volcano treks. Best in January, May, November.",Adventure;Cold;North America
Chicago-USA-229994,"Chicago, USA",Chicago,USA,North America,Desert,$$,Couple,Nightlife,"November, August, February",210,"bars, live music","Chicago, USA blends nightlife and desert vibes—great for couple trips. Expect bars, live music. Best in November, August, February.",Nightlife;Desert;North America
Chicago-USA-815992,"Chicago, USA",Chicago,USA,North America,Cold,$$$,Family,Relaxation,"February, January, December",378,"spas, slow cafés","Chicago, USA blends relaxation and cold vibes—great for family trips. Expect spas, slow cafés. Best in February, January, December.",Relaxation;Cold;North America
Chicago-USA-280378,"Chicago, USA",Chicago,USA,North America,Temperate,$$,Couple,Historic,"November, December, January",199,"ruins, castles","Chicago, USA blends historic and temperate vibes—great for couple trips. Expect ruins, castles. Best in November, December, January.",Historic;Temperate;North America
Chicago-USA-424533,"Chicago, USA",Chicago,USA,North America,Desert,$$,Group,Culture,"October, January, September",211,"historic districts, local markets","Chicago, USA blends culture and desert vibes—great for group trips. Expect historic districts, local markets. Best in October, January, September.",Culture;Desert;North America
Chicago-USA-318538,"Chicago, USA",Chicago,USA,North America,Desert,$,Solo,Relaxation,"July, August, February",83,"slow cafés, sunbathing","Chicago, USA blends relaxation and desert vibes—great for solo trips. Expect slow cafés, sunbathing. Best in July, August, February.",Relaxation;Desert;North America
Chicago-USA-680259,"Chicago, USA",Chicago,USA,North America,Temperate,$$$,Solo,City,"June, September, December",398,"architecture, shopping","Chicago, USA blends city and temperate vibes—great for solo trips. Expect architecture, shopping. Best in June, September, December.",City;Temperate;North America
Chicago-USA-941007,"Chicago, USA",Chicago,USA,North America,Temperate,$$$,Solo,Nightlife,"July, November, April",449,"live music, rooftops","Chicago, USA blends nightlife and temperate vibes—great for solo trips. Expect live music, rooftops. Best in July, November, April.",Nightlife;Temperate;North America
